customer_id,age,annual_income,tenure_months,days_since_last_purchase,transactions,total_spend,premium_amount,claims_count,complaints_count,renewals_count,policies_count,channel,region,product_type,clv
CUST-000034,43.0,61282.5,22.8,15.5,6,890.75,510.01,0,0,2,3,branch,south,basic,4530.96
CUST-000035,33.0,71957.29,42.5,120.8,8,1397.69,658.65,0,0,3,4,agent,north,basic,4828.47
CUST-000036,31.0,83202.93,49.6,69.1,5,833.0,524.59,0,0,4,7,partner,west,basic,4396.73
CUST-000037,45.0,97344.28,32.4,27.1,7,510.11,343.06,1,0,3,6,agent,west,premium,4621.9
CUST-000038,33.0,85063.45,22.4,7.3,7,1864.32,931.03,1,1,2,3,online,south,basic,5510.13
CUST-000039,32.0,86326.93,22.6,4.3,8,2040.14,999.69,3,0,3,4,online,north,basic,5706.96
CUST-000040,45.0,89111.48,43.0,30.6,7,1316.22,757.97,0,1,4,5,agent,south,basic,5599.6
CUST-000041,25.0,90530.9,44.2,61.6,9,1711.23,1165.3,2,0,3,4,branch,west,basic,4768.44
CUST-000042,37.0,94419.67,41.5,84.3,7,1661.33,1515.48,3,0,4,5,agent,east,plus,4981.89
CUST-000043,24.0,120910.18,24.8,97.5,5,1263.71,1112.18,0,1,3,6,branch,south,plus,4525.34
CUST-000044,26.0,90234.25,37.2,57.8,8,1265.03,806.15,0,0,3,6,online,west,basic,4424.48
CUST-000045,54.0,80975.81,35.6,51.7,3,586.52,417.22,0,1,3,5,online,north,enterprise,3676.48
CUST-000046,36.0,67444.82,37.0,36.2,7,532.67,379.81,0,0,3,5,online,south,plus,4506.39
CUST-000047,33.0,81397.63,46.0,62.6,7,1427.98,872.85,0,0,4,7,agent,south,basic,5044.34
CUST-000048,50.0,96588.44,37.1,27.5,10,2077.64,1771.66,1,0,3,6,agent,north,premium,6098.57
CUST-000049,59.0,53889.8,43.4,16.3,5,1102.94,647.49,1,0,3,4,partner,north,plus,4122.49
CUST-000050,44.0,98473.17,34.9,49.4,10,1918.49,1248.44,3,0,3,5,agent,east,plus,5439.64
CUST-000051,52.0,68137.3,38.0,80.1,2,641.89,562.45,0,0,4,5,agent,north,premium,3952.31
CUST-000052,35.0,71643.97,42.7,13.2,9,1142.02,699.58,1,1,4,6,branch,south,plus,4768.87
CUST-000053,42.0,85210.82,13.9,30.6,11,1709.26,1179.75,1,0,2,4,branch,east,premium,5127.77
CUST-000054,41.0,66337.96,29.6,48.1,8,1088.23,934.98,0,0,3,6,online,east,basic,5010.39
CUST-000055,45.0,84077.29,27.5,47.4,3,608.51,367.5,0,1,2,5,branch,south,basic,3830.43
CUST-000056,52.0,55079.75,25.2,67.8,5,593.64,535.46,0,1,1,3,agent,west,plus,2633.01
CUST-000057,25.0,91585.95,30.2,145.4,10,1745.91,952.69,1,0,2,5,agent,south,premium,4283.87
CUST-000058,31.0,79346.19,54.6,4.4,11,2543.46,1962.43,1,0,4,6,partner,south,premium,6363.99
CUST-000059,36.0,75752.53,22.1,149.6,7,1154.78,552.23,0,1,2,4,branch,east,enterprise,3987.2
CUST-000060,30.0,80763.2,47.3,141.3,5,965.34,678.09,0,0,4,7,branch,south,basic,4313.29
CUST-000061,44.0,75455.99,10.8,85.3,7,1313.44,689.44,3,0,2,4,branch,south,enterprise,4253.46
CUST-000062,43.0,83766.68,29.4,54.8,8,1889.07,1408.08,0,0,1,2,agent,west,basic,4494.1
CUST-000063,42.0,72087.84,36.2,27.9,11,1870.88,1384.28,2,0,2,4,online,north,basic,5625.11
CUST-000064,37.0,70583.24,42.1,84.6,12,2313.78,1494.09,0,0,3,5,agent,east,plus,5765.04
CUST-000065,56.0,43995.3,43.8,56.8,7,1631.15,1443.03,0,2,4,7,branch,west,basic,3790.78
CUST-000066,43.0,100386.31,44.9,36.8,8,1553.17,1349.65,1,0,5,6,online,south,basic,5690.96
CUST-000067,39.0,54884.28,29.2,83.1,5,382.72,304.43,0,0,2,4,partner,south,plus,3094.51
CUST-000068,42.0,104896.87,27.6,92.8,8,963.21,759.24,0,1,2,4,online,south,plus,4296.34
CUST-000069,49.0,71456.65,45.8,114.0,8,1404.19,676.91,1,0,4,7,agent,south,enterprise,3779.87
CUST-000070,43.0,97734.07,31.4,25.4,4,654.18,393.86,0,0,2,5,online,east,enterprise,4442.29
CUST-000071,31.0,94578.74,16.4,104.6,7,1788.66,975.69,1,0,1,2,branch,west,enterprise,4089.74
CUST-000072,60.0,93138.78,18.4,37.3,11,2801.43,1772.23,0,0,2,3,agent,south,plus,5805.3
CUST-000073,46.0,76654.52,21.3,54.9,5,720.08,360.98,0,1,2,3,agent,south,basic,4553.09
CUST-000074,28.0,54314.89,40.9,62.6,5,445.05,266.84,0,0,3,4,online,west,enterprise,3642.38
CUST-000075,21.0,72542.22,36.0,99.1,8,1291.05,927.41,0,0,2,4,agent,north,plus,4291.09
CUST-000076,49.0,70158.02,43.5,77.5,5,785.9,415.04,0,0,3,6,online,north,plus,3620.71
CUST-000077,55.0,73979.63,28.1,36.3,9,2193.63,1096.17,0,0,2,4,online,north,plus,4412.21
CUST-000078,46.0,53720.12,36.2,5.2,6,831.39,650.26,2,0,4,7,online,north,plus,3996.14
CUST-000079,48.0,70665.51,42.6,67.3,6,1377.64,779.82,1,1,5,7,branch,west,basic,4604.49
CUST-000080,48.0,23210.81,29.7,53.3,10,2135.53,1440.97,1,0,1,3,online,north,basic,4164.08
CUST-000081,41.0,70413.16,40.3,15.4,9,1657.4,1398.96,0,0,4,7,online,west,basic,4697.91
CUST-000082,23.0,78083.01,24.9,57.9,10,1858.95,1167.27,0,1,2,4,online,west,basic,4617.49
CUST-000083,33.0,61744.23,29.0,47.6,8,1146.72,569.15,0,0,2,4,branch,south,plus,4222.98
CUST-000084,50.0,70956.01,28.7,113.3,5,1106.92,906.69,0,1,2,3,agent,north,enterprise,3268.88
CUST-000085,47.0,78744.99,17.5,156.1,5,913.61,728.24,0,1,1,3,online,north,premium,3562.67
CUST-000086,39.0,94049.22,40.7,91.3,7,1328.96,979.18,1,1,4,5,online,east,basic,4774.6
CUST-000087,35.0,94802.02,27.5,45.6,9,1414.68,994.27,0,1,2,4,online,south,basic,4953.65
CUST-000088,43.0,81315.58,34.2,50.9,7,375.43,301.67,1,0,3,5,branch,west,enterprise,4868.39
CUST-000089,37.0,75289.67,40.6,24.7,5,769.28,473.9,0,0,3,4,partner,south,premium,4171.57
CUST-000090,40.0,82211.8,40.2,28.8,8,1401.49,847.84,0,1,3,5,branch,north,plus,4844.61
CUST-000091,42.0,108217.8,43.2,43.7,3,619.64,461.56,0,0,3,4,agent,east,enterprise,4700.71
CUST-000092,32.0,84845.36,32.6,40.3,7,1068.74,564.53,1,0,1,4,agent,west,enterprise,3336.79
CUST-000093,50.0,80509.95,28.2,14.5,9,1724.33,1289.13,0,0,1,2,online,east,basic,5213.89
CUST-000094,39.0,95130.64,32.9,114.1,11,2307.49,1978.72,2,0,2,4,branch,east,plus,4369.04
CUST-000095,46.0,76683.45,10.7,124.5,8,1257.33,870.21,0,0,1,2,branch,east,premium,4205.88
CUST-000096,42.0,60458.02,14.1,111.7,8,1150.03,562.34,0,1,0,1,partner,north,premium,2743.0
CUST-000097,58.0,84083.56,15.8,127.2,14,1686.55,1284.39,1,0,1,2,partner,east,plus,4312.35
CUST-000098,47.0,78884.8,20.3,185.2,7,1337.74,1148.56,2,0,1,2,branch,west,premium,3735.9
CUST-000099,45.0,71883.89,39.5,25.1,8,1652.54,896.53,0,0,3,5,online,west,plus,4268.64
CUST-000100,45.0,85605.89,21.5,180.2,9,1911.38,1410.08,4,0,2,5,partner,west,plus,4272.02
CUST-000101,64.0,43192.75,28.8,36.2,11,1495.44,811.49,1,1,4,7,online,east,plus,3608.6
CUST-000102,41.0,66086.82,51.9,74.3,9,2140.12,1787.57,2,0,5,7,online,north,basic,4547.09
CUST-000103,43.0,60002.26,29.1,11.2,7,888.93,505.65,1,0,2,4,branch,south,premium,3791.01
CUST-000104,42.0,61871.31,44.2,32.6,6,662.09,493.81,0,0,4,7,agent,west,plus,4316.43
CUST-000105,19.0,73047.01,21.1,93.1,3,428.62,311.6,1,1,3,6,online,west,premium,3384.6
CUST-000106,42.0,59438.35,31.2,76.8,10,1277.23,799.73,1,1,2,4,agent,east,premium,3733.0
CUST-000107,52.0,106004.04,20.9,35.6,11,2012.98,1757.78,0,0,1,3,branch,north,plus,5382.8
CUST-000108,47.0,83948.66,29.3,50.8,5,786.09,686.74,0,0,1,2,online,west,premium,3803.18
CUST-000109,58.0,61519.98,45.6,29.9,7,1202.75,733.49,1,0,3,4,agent,west,premium,3919.25
CUST-000110,50.0,44490.83,10.2,92.9,9,1072.38,658.01,1,0,1,4,online,east,plus,2607.87
CUST-000111,47.0,65316.69,40.0,119.0,4,491.34,372.32,0,2,4,7,agent,south,premium,3149.06
CUST-000112,51.0,69883.88,37.3,25.2,9,1049.22,612.2,2,0,4,6,online,west,enterprise,4133.19
CUST-000113,45.0,64389.56,25.8,47.1,9,1737.04,1029.71,0,1,2,5,branch,south,basic,4313.48
CUST-000114,38.0,121583.41,14.1,13.9,7,1861.58,855.71,0,1,1,2,online,west,plus,5200.07
CUST-000115,40.0,46043.09,35.0,56.6,2,460.19,227.41,1,1,3,6,agent,south,basic,3047.05
CUST-000116,18.0,76737.27,26.7,69.1,6,1255.75,953.47,1,0,3,5,branch,west,plus,4531.72
CUST-000117,59.0,73479.87,37.2,60.0,7,966.74,580.79,1,0,4,6,online,east,premium,4868.66
CUST-000118,39.0,71334.29,34.3,65.3,6,956.15,466.78,0,0,3,6,branch,north,basic,4488.72
CUST-000119,30.0,40909.65,56.1,43.5,3,475.84,422.17,1,0,5,6,online,north,basic,3028.99
CUST-000120,37.0,75048.73,30.7,44.3,9,1520.19,895.36,0,0,2,4,agent,east,basic,4227.89
CUST-000121,60.0,79065.94,19.9,42.7,9,1754.43,961.92,0,0,2,3,branch,south,premium,5071.34
CUST-000122,42.0,88593.14,36.5,31.8,11,2549.46,1773.14,1,1,3,5,partner,west,basic,5467.77
CUST-000123,44.0,84516.43,37.0,35.0,2,286.45,240.74,0,0,2,4,partner,west,plus,3782.95
CUST-000124,64.0,97747.17,52.7,66.9,9,2525.32,2172.11,1,0,5,7,partner,west,premium,5892.59
CUST-000125,50.0,38986.81,45.5,114.1,8,1106.62,656.66,0,2,5,8,online,north,plus,3729.11
CUST-000126,38.0,71589.15,38.9,21.5,7,1378.14,1100.88,0,1,3,6,agent,west,enterprise,4831.01
CUST-000127,22.0,120899.77,54.2,44.1,9,1559.77,1085.43,0,0,5,8,branch,south,premium,5702.42
CUST-000128,48.0,94900.32,17.6,17.6,8,845.35,616.93,0,0,2,5,branch,south,basic,3613.06
CUST-000129,34.0,49656.85,25.2,32.3,12,2474.62,1625.35,0,2,2,3,agent,south,premium,5418.48
CUST-000130,48.0,77405.12,21.2,36.7,7,1582.42,843.92,0,0,2,5,online,west,plus,4206.59
CUST-000131,40.0,56965.29,28.6,53.8,1,217.57,181.8,1,0,2,5,agent,east,enterprise,2790.05
CUST-000132,45.0,68050.98,15.0,52.7,6,1071.01,755.85,3,0,1,2,branch,north,enterprise,3787.41
CUST-000133,51.0,111812.54,42.8,46.8,5,500.67,319.87,0,0,4,5,branch,south,basic,4950.75
CUST-000134,22.0,93071.56,30.9,63.2,4,960.54,737.12,1,2,3,5,online,west,basic,3874.71
CUST-000135,42.0,48459.62,13.7,23.3,10,2101.88,1366.34,1,0,2,3,online,west,premium,4173.01
CUST-000136,41.0,62044.67,20.0,54.1,4,616.72,523.65,0,0,2,5,partner,south,basic,3312.46
CUST-000137,44.0,75833.32,38.3,78.3,10,1633.67,839.34,0,2,2,5,agent,west,plus,4801.13
CUST-000138,47.0,71060.7,45.5,23.1,5,793.73,368.34,1,1,5,6,branch,west,enterprise,4205.0
CUST-000139,43.0,81456.77,61.5,9.1,12,2101.38,1507.98,1,0,5,6,partner,north,plus,5914.59
CUST-000140,34.0,61880.13,74.2,92.4,7,1592.27,908.74,0,1,6,7,partner,east,plus,4190.72
CUST-000141,29.0,69226.65,39.7,18.1,3,705.88,356.86,0,1,3,6,agent,west,basic,3889.46
CUST-000142,24.0,61670.62,20.4,31.0,7,692.39,321.44,1,0,0,3,branch,south,premium,3388.53
CUST-000143,42.0,69201.44,4.6,76.7,7,1031.69,837.82,1,0,0,2,agent,west,enterprise,3172.77
CUST-000144,47.0,88488.91,37.7,22.1,8,882.52,795.25,2,1,4,7,online,west,enterprise,4112.34
CUST-000145,37.0,81160.03,22.8,88.2,5,1263.89,934.52,2,0,2,4,agent,north,basic,4140.35
CUST-000146,50.0,63195.22,28.3,27.4,3,598.57,486.72,0,0,3,6,agent,south,basic,3561.9
CUST-000147,40.0,96200.06,25.6,24.7,3,140.83,118.87,0,0,3,4,online,south,enterprise,4037.33
CUST-000148,40.0,94965.9,32.1,17.7,8,1603.32,1328.43,1,0,3,5,agent,south,enterprise,4773.51
CUST-000149,25.0,75798.57,48.7,27.6,5,651.7,393.35,1,0,3,4,agent,east,basic,4365.27
CUST-000150,36.0,71173.46,36.2,69.9,1,60.0,50.0,2,0,4,5,branch,west,basic,3408.58
CUST-000151,51.0,107544.36,31.8,31.0,9,1919.68,1430.58,0,1,2,3,partner,east,plus,5881.34
CUST-000152,56.0,104743.2,19.7,92.6,7,1446.33,1294.99,0,2,3,4,branch,north,basic,4810.45
CUST-000153,39.0,48549.35,10.9,48.2,8,1535.62,1331.59,1,1,0,3,branch,west,premium,3867.78
CUST-000154,51.0,97315.94,27.3,51.3,5,804.87,363.99,2,0,2,5,online,south,basic,4197.98
CUST-000155,57.0,106846.86,33.3,24.0,4,398.21,348.42,1,0,3,5,agent,south,premium,4997.21
CUST-000156,31.0,87638.18,58.4,101.7,6,908.06,413.26,0,1,4,7,online,west,basic,4319.25
CUST-000157,44.0,67414.08,35.8,78.7,3,326.67,228.59,1,0,2,4,agent,west,basic,2725.27
CUST-000158,43.0,69596.32,47.5,77.2,6,1079.43,918.33,0,2,2,4,branch,west,plus,4225.71
CUST-000159,53.0,106609.76,27.1,41.6,6,1188.95,767.51,1,0,4,6,partner,west,basic,4847.52
CUST-000160,32.0,90856.33,17.7,15.7,7,623.7,481.13,1,2,0,2,agent,north,plus,3414.32
CUST-000161,44.0,85669.21,20.7,53.3,7,938.48,524.86,1,0,1,3,agent,north,basic,4459.85
CUST-000162,38.0,117808.72,24.0,67.9,11,1657.42,1501.56,0,1,2,5,online,south,basic,4812.89
CUST-000163,46.0,57679.92,63.3,68.4,7,1555.32,732.12,0,1,4,7,branch,west,premium,3592.93
CUST-000164,54.0,74185.18,22.7,62.2,6,1059.1,791.33,1,0,1,2,online,south,plus,3882.49
CUST-000165,57.0,79238.62,45.6,60.5,6,1003.35,467.91,0,0,2,5,agent,south,plus,4245.39
CUST-000166,55.0,72010.1,21.6,27.3,8,1477.65,693.98,0,1,2,3,online,west,basic,4932.18
CUST-000167,30.0,42692.1,46.8,28.4,7,1001.24,577.77,1,1,3,6,online,west,enterprise,3674.27
CUST-000168,36.0,93888.33,39.3,17.8,5,1115.31,509.85,0,1,4,7,branch,east,enterprise,3724.43
CUST-000169,52.0,62296.84,31.8,93.4,8,1598.82,875.27,1,0,3,6,agent,east,plus,3733.34
CUST-000170,48.0,61974.28,33.4,151.6,2,320.39,167.36,0,1,3,5,branch,south,premium,2069.67
CUST-000171,38.0,69355.77,25.0,245.7,7,685.25,602.06,1,0,2,5,partner,west,premium,1972.95
CUST-000172,31.0,71674.53,40.1,55.9,5,702.63,329.87,2,0,3,6,agent,west,enterprise,3712.89
CUST-000173,18.0,73631.56,27.7,60.6,7,1237.07,912.4,1,1,2,5,branch,south,premium,4235.92
CUST-000174,23.0,93165.46,17.1,42.9,5,768.78,588.24,2,1,1,4,online,east,plus,4228.39
CUST-000175,38.0,96857.89,16.4,55.3,7,1854.55,1550.19,1,0,1,3,agent,east,plus,5074.44
CUST-000176,38.0,71150.51,36.4,22.0,3,192.51,119.87,1,0,4,7,branch,east,enterprise,3277.85
CUST-000177,46.0,65052.09,55.8,42.2,6,957.48,512.6,1,1,4,7,partner,south,plus,4506.28
CUST-000178,48.0,73507.27,36.2,24.9,7,1111.45,563.78,1,0,1,3,agent,east,plus,4058.22
CUST-000179,66.0,59732.73,32.4,38.2,6,1239.0,640.55,0,0,3,6,branch,east,basic,4018.64
CUST-000180,33.0,75308.14,37.9,26.6,12,2884.67,2008.56,0,0,3,5,branch,south,basic,5652.25
CUST-000181,20.0,58788.39,52.0,67.9,9,1629.02,1189.99,2,1,4,7,online,north,basic,4315.57
CUST-000182,31.0,114108.65,37.0,73.8,5,472.42,387.65,1,0,3,5,agent,north,basic,4284.36
CUST-000183,59.0,78121.16,28.3,59.3,11,2778.19,2300.61,0,0,3,6,agent,west,plus,4976.15
CUST-000184,41.0,66137.74,49.2,28.5,8,1837.87,1555.04,0,0,4,7,online,east,plus,5141.9
CUST-000185,52.0,88524.17,39.9,16.7,10,1710.58,898.14,0,1,4,5,agent,south,premium,5543.33
CUST-000186,35.0,53641.63,55.2,74.4,7,605.13,484.28,0,0,5,6,partner,south,plus,4122.91
CUST-000187,35.0,63010.57,36.5,48.0,12,1961.95,949.94,0,0,2,3,branch,south,premium,4683.79
CUST-000188,22.0,83446.9,17.1,8.7,4,705.15,609.16,0,1,2,5,online,south,basic,4107.82
CUST-000189,37.0,78255.47,15.1,53.0,6,1074.06,748.53,0,0,1,3,online,south,premium,3232.03
CUST-000190,41.0,94696.33,56.7,60.9,3,173.81,130.62,0,1,4,7,online,west,basic,4035.42
CUST-000191,51.0,26686.08,57.8,11.9,3,381.84,283.06,1,0,4,5,online,south,basic,3467.16
CUST-000192,47.0,90544.94,31.5,68.7,8,1775.38,1264.51,0,0,3,5,online,east,plus,4598.98
CUST-000193,63.0,66038.1,28.7,13.8,1,162.13,112.84,0,0,4,5,branch,south,enterprise,3971.2
CUST-000194,39.0,54754.07,54.1,26.1,5,883.71,780.66,1,1,4,7,agent,west,basic,4449.83
CUST-000195,44.0,44802.04,18.7,13.9,5,1086.19,666.63,0,0,2,3,branch,north,basic,3466.14
CUST-000196,41.0,65816.54,21.7,23.8,7,1201.46,980.43,2,2,2,3,branch,west,basic,4758.88
CUST-000197,33.0,104438.27,42.9,16.8,9,1859.33,1153.01,0,0,3,5,online,north,plus,5014.15
CUST-000198,46.0,93262.64,28.6,93.0,5,911.1,429.65,1,0,3,4,partner,south,plus,4299.19
CUST-000199,38.0,105237.27,33.9,40.0,6,974.07,611.39,0,1,4,7,partner,east,basic,3615.68
CUST-000200,59.0,73769.76,31.7,33.8,3,365.27,190.27,1,2,2,3,online,east,plus,3797.61
CUST-000201,32.0,77740.78,38.7,98.8,6,1051.0,690.59,1,1,4,6,online,north,plus,3444.49
CUST-000202,37.0,47391.63,53.4,95.5,11,1060.9,518.29,0,0,4,6,branch,east,plus,3074.56
CUST-000203,27.0,47388.34,35.2,35.9,3,511.23,418.78,0,0,2,3,agent,north,premium,3398.4
CUST-000204,45.0,73180.75,42.9,58.5,2,453.3,329.86,1,1,3,4,partner,north,enterprise,3978.42
CUST-000205,26.0,51047.37,5.7,30.3,3,337.56,157.91,0,0,1,4,online,south,basic,2469.77
CUST-000206,41.0,60388.87,33.3,44.6,9,1038.74,782.58,1,1,3,5,branch,east,plus,4072.88
CUST-000207,28.0,76597.5,22.4,19.7,6,847.71,761.82,0,0,2,3,agent,east,enterprise,4955.57
CUST-000208,30.0,98720.79,17.2,64.5,6,1226.28,588.3,1,0,2,4,agent,south,plus,4135.39
CUST-000209,33.0,75995.84,21.9,101.3,5,1225.86,757.16,0,0,3,4,online,north,plus,3738.87
CUST-000210,49.0,51332.93,29.4,89.9,9,1872.64,1630.2,0,0,3,4,agent,north,plus,4853.69
CUST-000211,40.0,43026.22,46.6,49.6,7,853.79,397.62,0,1,5,7,agent,south,premium,3718.98
CUST-000212,40.0,77977.02,15.7,7.8,8,764.06,673.7,0,0,1,2,online,west,premium,4707.84
CUST-000213,47.0,64495.16,34.4,29.2,7,832.0,761.04,1,1,3,5,branch,west,basic,3382.87
CUST-000214,34.0,77909.47,27.3,44.6,7,848.47,537.32,0,0,2,5,online,south,basic,3204.67
CUST-000215,19.0,72143.55,29.5,14.9,9,1924.6,1286.69,0,0,2,4,online,north,premium,4339.88
CUST-000216,29.0,74550.67,47.8,12.6,8,1792.55,1639.18,2,2,3,5,online,south,basic,5286.36
CUST-000217,38.0,97447.07,41.4,119.6,7,891.5,426.27,1,1,4,6,branch,south,premium,4852.14
CUST-000218,40.0,94784.02,52.4,83.1,7,1586.92,951.4,0,0,5,8,online,east,basic,5509.42
CUST-000219,47.0,82457.88,31.9,67.9,7,1609.59,772.33,0,0,3,5,partner,east,plus,4951.59
CUST-000220,39.0,59705.22,24.4,76.8,8,521.75,417.8,1,2,3,6,branch,south,premium,3749.42
CUST-000221,52.0,65896.21,30.9,17.3,11,1310.51,990.83,0,0,2,3,partner,east,enterprise,4363.92
CUST-000222,45.0,89557.13,37.3,23.2,9,969.36,829.6,3,0,3,6,online,west,plus,3791.09
CUST-000223,26.0,99243.85,36.4,56.1,6,937.26,505.57,1,0,2,4,agent,south,plus,3839.22
CUST-000224,18.0,52891.67,19.1,59.1,7,1039.44,734.05,0,0,2,5,partner,north,premium,2856.56
CUST-000225,30.0,103314.15,35.2,14.1,7,985.22,773.51,1,3,3,6,partner,west,premium,3855.01
CUST-000226,43.0,61783.24,37.1,53.3,8,633.06,368.74,1,0,4,7,branch,west,basic,3148.66
CUST-000227,45.0,87856.85,68.7,45.2,8,913.37,792.94,0,0,5,6,partner,east,plus,4578.56
CUST-000228,40.0,126237.71,59.9,88.1,6,1050.37,570.36,0,1,5,7,online,north,premium,5563.44
CUST-000229,42.0,47203.94,22.2,59.4,5,906.74,458.41,1,0,3,4,online,west,enterprise,3656.22
CUST-000230,56.0,84912.33,30.0,128.4,6,209.8,122.12,1,0,2,4,agent,north,plus,3975.32
CUST-000231,41.0,70167.55,13.8,36.1,4,442.19,364.76,1,1,0,2,online,west,enterprise,2306.66
CUST-000232,45.0,83869.03,25.9,18.4,9,1811.66,1423.35,1,1,1,2,partner,north,plus,5161.62
CUST-000233,59.0,64677.14,38.3,126.2,6,580.48,504.34,0,0,4,6,online,north,plus,3988.51
CUST-000234,21.0,31188.3,50.6,61.5,6,1176.86,870.75,0,2,4,7,online,south,enterprise,3122.77
CUST-000235,60.0,62250.0,24.0,45.3,7,519.49,457.95,0,0,2,5,online,south,basic,3190.16
CUST-000236,18.0,82064.72,25.0,23.9,7,1213.13,855.62,1,0,2,5,branch,west,premium,4955.22
CUST-000237,32.0,100104.53,4.4,36.4,7,543.75,479.38,1,0,2,5,online,north,plus,3895.1
CUST-000238,35.0,83118.36,31.8,34.9,7,1009.2,866.89,2,0,3,6,branch,north,plus,4949.43
CUST-000239,23.0,102328.29,19.4,17.7,9,1798.86,1209.77,0,1,1,3,partner,east,premium,4537.08
CUST-000240,39.0,66936.79,26.7,5.3,6,1184.29,536.53,1,0,2,4,agent,east,enterprise,4880.29
CUST-000241,40.0,65472.54,21.9,34.3,4,605.08,552.62,0,0,2,3,online,west,enterprise,4194.67
CUST-000242,49.0,81994.05,32.7,78.2,7,814.42,556.76,1,0,2,4,online,south,plus,3599.98
CUST-000243,49.0,69068.55,9.8,106.9,10,1468.96,1172.59,1,0,2,4,online,east,premium,3912.51
CUST-000244,43.0,96023.74,13.8,90.3,5,538.23,356.62,0,0,1,2,online,north,premium,3282.74
CUST-000245,53.0,50518.07,63.3,93.8,9,1459.84,905.36,1,1,6,7,agent,south,plus,4169.72
CUST-000246,48.0,91347.24,16.3,19.6,9,1504.72,930.47,2,0,1,2,agent,south,basic,4247.18
CUST-000247,37.0,97563.15,18.9,56.8,9,1241.05,765.72,0,1,1,4,online,east,premium,3659.14
CUST-000248,42.0,82390.24,59.3,68.3,9,1927.08,1392.0,0,0,4,6,branch,west,plus,4771.16
