customer_id,age,annual_income,tenure_months,days_since_last_purchase,transactions,total_spend,premium_amount,claims_count,complaints_count,renewals_count,policies_count,channel,region,product_type,clv
RID-000038,30,85296.68,48.4,25.2,9,1487.9,1263.32,0,0,3,4,online,east,plus,5132.89
RID-000039,55,71414.03,27.8,159.1,8,1686.7,998.42,0,0,3,6,online,north,premium,3788.36
RID-000040,44,80158.53,34.4,83,4,499.92,417.77,1,2,3,4,branch,north,premium,3505.66
RID-000041,33,122951.19,37.5,57.4,7,1697.32,1044.06,1,0,3,4,online,east,basic,5904.97
RID-000042,60,47258.38,36.9,133.6,6,1299.71,963.15,5,2,4,6,agent,south,basic,3409.25
RID-000043,28,59385.06,18.8,67.6,5,1542.66,1229.31,1,0,1,2,partner,west,basic,4173.16
RID-000044,52,58466.83,37.1,19,7,671.28,347.96,0,0,3,5,agent,north,plus,2979.16
RID-000045,38,75099.55,55,36.7,8,1442.06,971.05,2,2,4,5,branch,west,plus,4779.32
RID-000046,37,64665.66,14.3,67.4,8,1780.13,1150.88,0,1,1,3,agent,east,premium,4028.71
RID-000047,27,70208.64,48,31.9,7,316.82,217.56,0,1,3,6,branch,west,premium,3532.36
RID-000048,23,57187.72,37.7,113,9,1840.58,1174.63,1,0,3,4,branch,east,plus,4303.87
RID-000049,44,58668.39,27,87.1,7,1462.39,1042.76,1,1,3,6,online,east,premium,3650.35
RID-000050,32,115820.43,64,29.8,1,207.32,114.25,1,1,5,7,agent,north,premium,4000.45
RID-000051,52,128827.82,46.7,37.3,4,693.98,594.15,2,0,4,6,agent,north,premium,4323.23
RID-000052,41,71416.6,19.2,42.1,8,1942.13,1077.78,0,0,1,3,online,south,basic,4151.6
RID-000053,45,76878.56,37,92.2,7,795.32,491.58,0,0,3,5,agent,south,premium,3608.09
RID-000054,61,39180.45,44.1,39.9,6,837.88,583.66,3,0,5,7,partner,west,premium,3524.52
RID-000055,25,66350.11,33.4,56.9,6,1215.48,859.59,1,0,2,4,partner,north,plus,3803.73
RID-000056,43,91011.88,45.6,30.3,12,2476.59,1416.24,0,2,4,7,online,east,plus,5420.41
RID-000057,38,83892.08,35.1,28.7,3,162.09,84.69,0,0,4,5,partner,west,premium,3956.08
RID-000058,49,70463.54,45.3,27.6,6,1325.12,1159.99,1,0,4,5,agent,west,plus,4582.87
RID-000059,40,114049.84,56.1,104,9,2039.07,1280.21,1,1,5,7,branch,west,plus,5617.03
RID-000060,37,138497.31,26.5,43.1,8,1846.96,1196.76,0,0,3,5,agent,north,premium,5981.28
RID-000061,34,71035.4,38.8,56.2,7,797.76,597.5,0,0,3,5,partner,south,basic,3823.42
RID-000062,40,52906.88,29.5,55.5,9,2164.7,1431.52,1,0,3,6,agent,east,plus,4897.12
RID-000063,27,88238.65,37.8,108.8,10,1676.72,1221.18,0,1,5,6,online,west,plus,4789.48
RID-000064,48,93803.37,19.4,154.9,6,1337.68,1064.36,1,0,1,4,agent,north,plus,3289.18
RID-000065,18,56693.64,27.9,71.6,14,2363.79,1302.06,2,1,3,4,agent,north,premium,5148.47
RID-000066,47,73869.61,33.3,134.7,16,2167.31,1658.73,1,1,3,5,agent,west,basic,5064.79
RID-000067,47,98537.53,48.6,42.9,8,985.4,865.7,0,0,4,7,partner,south,enterprise,4848.49
RID-000068,43,83716.65,52,99.9,7,926.59,548.7,0,1,5,7,online,north,premium,4283.96
RID-000069,39,56772.32,17.5,34.4,7,1525.01,1296.91,3,0,1,4,agent,north,basic,3633.56
RID-000070,51,94340.12,24.9,49.5,8,1132.57,835.23,1,1,2,5,partner,south,basic,4762.09
RID-000071,49,57481.26,45.1,34.3,8,1080.32,629.58,2,0,4,6,partner,south,basic,3748.28
RID-000072,50,108211.75,8.1,33.3,4,704.02,550.56,0,2,1,2,online,south,premium,3573.45
RID-000073,38,75142.16,29.5,64.5,8,1185.47,948.8,1,1,3,4,branch,east,premium,4443.43
RID-000074,46,34831.19,34.6,6.6,4,254.86,170.67,1,0,4,6,online,north,enterprise,2542.27
RID-000075,41,56652.06,53.6,32.4,4,611.92,525.18,1,2,5,6,online,west,premium,3921.34
RID-000076,37,92281.94,45.7,20.3,9,1342.25,1032.13,0,1,5,8,online,east,premium,4490.02
RID-000077,53,114201.35,31.4,18.6,8,1943.03,1559.53,1,1,3,5,online,north,plus,5603.73
RID-000078,28,83112.13,30.8,48.1,4,762.89,424.26,1,1,3,5,branch,east,plus,3780.48
RID-000079,39,69041.59,32.5,58.1,4,354.76,252.98,3,1,3,5,branch,north,plus,2930.01
RID-000080,29,124651.07,57.3,10.7,9,855.26,706.96,2,0,6,7,branch,south,basic,4738.7
RID-000081,23,47020.87,30,54.9,5,646.82,404.27,1,0,2,5,agent,north,basic,2985.08
RID-000082,54,97490.33,31.7,85.5,13,2235.45,1200.32,0,0,2,5,agent,east,plus,5345.23
RID-000083,49,42366.53,40.9,17.7,8,1077.89,692.38,0,0,2,3,online,north,enterprise,3738.82
RID-000084,45,37704.15,34.3,117.1,4,613.56,411.61,1,2,3,4,online,north,plus,2381.99
RID-000085,30,51985.99,33.2,24.7,9,819.92,551.87,2,0,3,5,online,north,premium,3119.03
RID-000086,42,92828.94,20.4,27,3,410.58,314.78,0,1,2,5,partner,north,plus,3104.75
RID-000087,49,80692.4,35.8,10.3,8,1920.66,1345.72,2,0,3,5,agent,west,enterprise,4335.32
RID-000088,22,71036.61,29.8,14.6,8,222.8,190.42,0,0,3,4,branch,west,plus,4263.86
RID-000089,49,84324.79,52.3,82.1,7,1292.09,989.48,0,1,4,7,partner,south,basic,4158.26
RID-000090,46,59955.72,45.1,42.5,6,1135.09,623.03,0,0,3,5,agent,west,premium,4349.07
RID-000091,60,107889.53,35.7,77.1,8,1392.29,993.94,1,0,3,6,agent,east,basic,4675.16
RID-000092,32,77481.12,45.4,46.3,5,856.33,527.46,0,0,4,6,online,north,premium,4565.21
RID-000093,60,86796.46,31.2,130,7,1057.33,616.26,0,0,2,3,branch,north,basic,3735.38
RID-000094,43,47221.45,50.7,17.5,5,839.71,451.44,1,1,5,8,agent,west,plus,3200.07
RID-000095,46,73733.69,35.9,72.5,5,735.14,536.81,0,1,4,6,online,north,premium,3280.57
RID-000096,50,49185.49,44.2,135.5,11,1832.51,1204.62,1,0,3,5,online,north,plus,4087.2
RID-000097,65,89892.27,17.9,29.3,8,2002.19,1232.58,0,0,1,2,agent,north,plus,4614.77
RID-000098,52,40304.33,40.9,14.5,3,683.64,465.43,1,0,2,4,agent,east,plus,2506.19
RID-000099,60,91061,12.4,49.9,5,1360.43,876.04,2,0,1,3,agent,north,plus,4633.49
RID-000100,43,97733.84,7.5,48.1,9,1163.37,972.76,0,1,0,3,branch,south,enterprise,4306.42
RID-000101,49,87427.3,31.7,26.2,10,1401.79,783.64,0,0,3,4,branch,west,premium,4623.51
RID-000102,51,102522.87,23.4,14.9,8,1759.9,1009.25,0,0,1,3,branch,south,enterprise,5269.39
RID-000103,29,108291.69,38.3,33.8,7,735.02,562.21,1,0,3,4,online,east,premium,3736.2
RID-000104,44,68971.85,67.4,39.6,9,1938.52,1346.72,2,1,5,7,partner,south,enterprise,5113.32
RID-000105,44,64887.96,24.4,75.9,10,940.02,602.19,2,0,3,6,partner,west,enterprise,4367.36
RID-000106,48,65171.6,27.3,30.3,8,2202.44,1555.69,0,0,1,4,branch,east,premium,5235.36
RID-000107,58,75071.59,38.9,23.7,3,778.53,520.34,0,1,3,5,partner,east,basic,3957.52
RID-000108,49,70717.79,42.9,9.9,7,1000.75,754.57,0,1,4,7,agent,east,premium,4485.6
RID-000109,45,70301.32,33.5,72.7,9,1162.04,779.85,2,0,2,5,branch,west,premium,3917.44
RID-000110,43,112150.07,33.1,53.1,5,282.42,143.92,0,0,3,4,agent,south,premium,4724.49
RID-000111,43,76756.28,45.8,103,5,847.84,640.24,1,1,3,4,online,east,enterprise,3612.53
RID-000112,28,65893.07,43.3,53,8,1795.11,1243.54,0,0,3,6,agent,north,basic,3546.67
RID-000113,40,107113.86,21.5,18.5,8,1553.2,867.39,1,0,1,4,branch,east,plus,5164.26
RID-000114,33,51040.66,34.9,127.7,6,896.37,538.09,0,0,3,4,agent,north,basic,3325.06
RID-000115,28,73660.83,36.5,99.4,8,2262.65,1399.24,0,0,3,6,online,west,basic,4724.85
RID-000116,52,87004.21,21.2,38.9,12,2354.13,1329.63,2,1,1,3,partner,south,plus,5375.92
RID-000117,33,89215.18,39.6,60.2,6,1059.54,632.85,0,0,4,7,partner,south,basic,4482.16
RID-000118,32,48107.14,24,83.3,7,1039.31,793.23,1,0,0,3,partner,east,basic,2239.5
RID-000119,25,45783.37,49.6,16.7,9,1907.21,1298.41,1,1,5,6,branch,east,plus,4736.68
RID-000120,53,49057.63,38.7,57.3,7,2020.35,1641.89,2,0,5,8,online,south,premium,4088.63
RID-000121,56,57260.73,37.3,3.4,7,1398.87,880.7,0,1,3,5,online,south,basic,4036.71
RID-000122,46,100166.91,27.7,50.1,12,888.2,538.4,0,0,2,4,online,north,plus,4860.5
RID-000123,39,73104.98,34.3,156,8,1842.12,1640.43,1,1,3,5,online,south,plus,4150.16
RID-000124,47,82302.57,8,24.4,12,3274.27,2493.16,2,0,1,3,online,east,basic,5543.02
RID-000125,47,56852.68,20.2,18.6,9,2061.67,1799.96,1,0,4,6,partner,east,plus,4722.89
RID-000126,43,63654.48,41.1,58.7,7,951.06,479.55,2,1,3,4,online,south,basic,3804.51
RID-000127,45,88707.85,6.2,31.6,6,926.6,818.5,0,1,0,1,online,west,basic,3401.98
RID-000128,25,82448.63,47.9,79.3,3,201.07,115.71,2,1,4,7,online,north,basic,3484.09
RID-000129,43,68804.8,11.6,64.5,8,1824.12,1059.96,0,0,1,4,online,south,basic,4020.95
RID-000130,38,95698.66,46.6,111.5,10,1225.32,881.58,0,0,4,7,agent,south,basic,4316.79
RID-000131,40,62365.67,24.2,137.3,14,1881.77,1059.79,0,0,2,3,partner,south,basic,4304.47
RID-000132,41,63104.88,46.9,36.9,6,808.33,522.6,0,0,2,4,online,west,premium,3243.84
RID-000133,28,65607.51,37.8,34.4,12,1528.99,936,0,0,3,5,online,south,plus,5075.25
RID-000134,44,62124.97,14.5,111.2,7,1677.27,1194.66,0,0,1,4,partner,west,plus,3809.58
RID-000135,48,92166.06,53.5,45,7,1717.82,1322.47,0,0,5,6,online,south,premium,4540.46
RID-000136,20,43423.85,56.2,24.7,10,1556.38,954.27,0,0,4,6,partner,south,basic,4260.54
RID-000137,27,84046.58,35.1,46.8,6,851.26,531.24,1,1,2,4,agent,west,basic,4333.06
RID-000138,56,35248.79,32.2,48.5,12,3028.39,1674.68,0,0,1,2,branch,east,basic,4346.22
RID-000139,27,37767.49,33.8,26.5,9,1033.69,558.17,1,0,4,5,online,north,basic,3580.84
RID-000140,49,74720.5,22.3,13,7,795.81,584.17,0,0,2,3,branch,west,plus,4650.23
RID-000141,51,80971.06,51.4,13.6,11,1415.38,855.4,0,1,5,7,online,south,enterprise,5086.79
RID-000142,60,71711.58,28.4,67.5,7,1877.38,1232.23,0,0,4,7,branch,south,premium,4782.37
RID-000143,39,31239.75,35.3,16.6,5,1082.73,858.58,1,0,3,6,online,north,enterprise,2868.7
RID-000144,34,99825.74,24.9,128.8,9,1341.45,728.2,1,0,2,5,agent,north,basic,4807.97
RID-000145,35,98055.59,27.2,35.7,7,988.51,880.36,0,0,0,3,agent,north,premium,4040.31
RID-000146,34,56753.72,18.1,56.7,4,428.14,367.4,0,1,2,4,agent,west,basic,3293.93
RID-000147,25,102690.21,53.6,28.6,10,2279.74,1713.32,2,0,5,8,partner,north,premium,5496.82
RID-000148,31,61934.26,33.8,15,8,1028.01,824.6,1,2,2,5,branch,east,basic,3467.43
RID-000149,36,75700.64,49.5,76.7,10,1382.02,776.7,0,1,3,4,online,north,basic,4182.24
RID-000150,37,58212.97,36.2,24.9,10,824.64,711.63,1,0,3,5,branch,east,premium,3941.92
RID-000151,49,53122.02,26.3,40.8,3,267.64,148.91,1,1,2,3,online,east,basic,2426.77
RID-000152,49,42308.1,31.4,141.5,11,1624.15,981.95,0,0,4,7,branch,south,plus,3670.11
RID-000153,42,68663.73,28.2,44.4,16,2182.21,1938.89,0,1,1,2,agent,east,basic,5610.41
RID-000154,24,88927.81,36.1,119.5,7,716.53,566.23,0,0,3,6,agent,east,premium,3977.45
RID-000155,47,66961.71,30.7,88.3,9,1210.51,839.05,0,1,3,4,online,east,basic,3786.66
RID-000156,39,87960.15,31.8,35.8,7,1128.96,844.07,0,0,3,4,online,east,plus,4717.62
RID-000157,23,93027.17,16.7,45.7,6,60,44.98,1,0,0,2,online,north,plus,2494.73
RID-000158,36,106822.11,24.7,18.4,7,1193.48,699.75,1,0,1,2,branch,south,premium,4995.95
RID-000159,34,96697.51,59.2,97.5,5,570.66,351.78,2,0,5,6,branch,east,basic,3732.71
RID-000160,42,75880.2,26.6,95.2,8,801.43,563.51,2,1,4,5,agent,west,premium,4088.86
RID-000161,45,80581.03,21.2,41.8,8,954.49,480.44,1,0,1,3,branch,east,premium,4170.58
RID-000162,58,72236.65,40.7,37.8,4,909.05,537.9,0,0,3,6,partner,east,plus,3255.5
RID-000163,35,57168.78,55.7,73.8,2,291.88,226.83,1,0,5,8,online,north,plus,3361.86
RID-000164,43,49530.25,15.6,85.8,6,846.93,748.26,0,1,2,5,branch,north,enterprise,3362.62
RID-000165,31,111211.97,33.1,23.3,7,1195.51,869.1,0,0,4,5,online,north,basic,5703.2
RID-000166,36,56218.97,27.2,52.9,7,1251.69,867.63,1,0,2,3,online,north,plus,4419.92
RID-000167,28,87012.8,11.3,74.8,6,557.42,390.05,0,0,0,2,online,north,basic,3258.07
RID-000168,41,106407.36,46.3,32.5,5,635.29,537.15,2,0,4,5,agent,east,basic,4830.75
RID-000169,47,79698.28,35.7,71.5,3,691.83,355.13,0,0,3,6,online,east,plus,3282.27
RID-000170,38,63445.61,37,46.1,6,1097.99,868.45,2,0,3,5,online,west,basic,4606.43
RID-000171,55,83473.3,25.5,89.7,10,1185.67,750.95,0,0,1,4,branch,north,plus,3919.67
RID-000172,41,108246.77,42.4,29.9,10,1440.2,874.64,2,0,3,4,partner,west,basic,5756.58
RID-000173,50,55228.63,28.4,37.1,13,1795.82,941.91,0,0,2,5,online,south,premium,4600.01
RID-000174,39,56368.49,34,69.4,6,984.58,819.32,0,0,2,3,partner,south,premium,3633.71
RID-000175,41,64593.79,20.5,19.6,4,317.99,165.63,0,1,1,4,branch,south,basic,2355.18
RID-000176,59,91676.15,19,20.7,6,518.4,285.16,2,0,1,4,branch,south,plus,3834.16
RID-000177,32,92374.9,54.7,94.5,8,731.08,398.27,0,0,4,5,online,south,premium,4386.05
RID-000178,48,63314.03,28.9,20.5,4,475.92,372.25,0,0,3,4,partner,north,basic,3158.78
RID-000179,25,76962.19,40.1,31.3,11,3325.87,2482.85,3,0,5,8,online,west,basic,6780.85
RID-000180,39,94320.43,35.5,93.9,5,901.03,560.54,0,0,3,4,branch,north,plus,4340.43
RID-000181,51,50253.96,29.8,61.9,13,3033.44,1772.06,0,1,4,7,agent,west,basic,5114.68
RID-000182,63,72518.74,28.9,65.7,6,980.31,539.39,2,0,3,6,agent,north,basic,3535.78
RID-000183,50,84399.71,44.8,115.3,4,1004.15,527.28,0,1,2,5,partner,north,plus,4100.68
RID-000184,44,89982.05,31.8,79.2,7,1156.52,949.17,0,0,3,5,online,south,premium,4138.86
RID-000185,39,89808.04,33.9,133.1,5,952.41,535.69,1,0,2,4,branch,south,premium,3600.11
RID-000186,38,45452.01,36.3,101.4,8,1757.6,1541.34,0,0,4,5,branch,west,basic,3398.28
RID-000187,42,73836.51,52.5,36.2,1,196.62,142.79,1,2,4,7,branch,south,premium,2423.59
RID-000188,43,63142.27,45.5,7.2,9,344.12,289.84,0,0,5,6,partner,east,plus,3641.02
RID-000189,54,80265.42,41.4,25.8,11,1025.41,514.91,0,1,5,8,agent,east,plus,4806.73
RID-000190,33,84519.49,28.1,11.8,5,1202.47,778.75,1,0,2,4,branch,north,enterprise,4812.64
RID-000191,33,73196.56,16.7,54.3,9,2023.57,1574.38,0,0,1,2,branch,south,basic,5063.62
RID-000192,53,80371.3,49.3,25.3,3,371.82,239.54,0,1,5,6,agent,north,basic,3198.88
RID-000193,48,121493.81,49.5,17,8,1144.85,885.61,5,1,3,4,branch,east,premium,5487.2
RID-000194,38,114418.58,34,45,10,1491.07,914.12,1,1,3,4,agent,west,basic,5933.94
RID-000195,40,95531.44,43.6,12.6,3,523.45,398.85,3,0,4,6,agent,west,basic,4064.34
RID-000196,47,76631.52,46.9,21.4,13,1482.09,1139.78,0,0,4,7,online,west,plus,4796.43
RID-000197,39,118677.42,47.6,138,9,1968.25,1667.18,2,1,4,6,branch,north,basic,5393.91
RID-000198,35,61988.26,48.9,35.3,6,754.04,592.6,0,0,6,9,partner,north,plus,3244.64
RID-000199,43,37976.39,29.6,12.6,8,1887.2,1224.63,0,0,3,6,agent,south,plus,3980.15
RID-000200,49,71327.51,57.2,73.1,2,388.57,286.31,2,1,5,7,online,west,basic,3202.82
RID-000201,32,55606.52,18.5,46.9,5,691.37,393.55,3,1,1,4,agent,west,basic,2935.95
RID-000202,37,26232.25,48.1,47.9,5,672.87,550.04,1,0,2,5,online,east,basic,2765.92
RID-000203,47,52316.09,42.9,25.9,5,489.6,249.7,0,1,4,5,partner,west,basic,3437.07
RID-000204,24,66643.15,48.2,23.2,7,1176.42,645.92,1,0,4,7,partner,north,enterprise,4053.46
RID-000205,39,65642.35,62.3,18.9,5,580.75,382.27,0,0,6,7,agent,east,premium,4774.4
RID-000206,51,82968.13,56.8,13,9,967.99,647.19,1,0,5,7,online,east,premium,5148.49
RID-000207,33,88198.04,20,62.1,9,1439.64,766.12,2,0,1,4,agent,south,premium,4507.07
RID-000208,48,88043.54,12.4,19.4,9,1748.03,1312.38,0,1,1,2,online,south,premium,4871.12
RID-000209,65,50843.02,47.4,53.5,8,1052.49,926.89,0,2,4,7,branch,north,plus,4204.6
RID-000210,48,90599.18,21.8,36.3,3,784.54,420.77,1,1,1,2,online,east,basic,3431.98
RID-000211,32,109118.86,35.8,25.8,8,614.35,441.26,1,1,2,5,agent,north,premium,4572.22
RID-000212,65,69980.62,47.8,6.9,8,1073.88,628.62,0,0,4,6,agent,south,premium,4679.62
RID-000213,50,70334.72,13,56.6,6,774.36,467.33,0,0,1,4,online,west,basic,3186.51
RID-000214,52,85107.46,6.5,49.9,12,2001.87,1620.56,0,0,1,3,online,north,basic,4102.72
RID-000215,46,87977.54,39.6,50,9,1244.94,646.55,0,0,3,4,agent,east,basic,4154.16
RID-000216,34,75649.36,36.6,71.6,8,1967.26,1154.97,0,0,3,5,agent,east,premium,5271.27
RID-000217,41,83790.78,32.6,112.9,6,1016.65,521.39,1,2,2,5,branch,east,plus,3155.29
RID-000218,40,55099.75,36.5,85.3,4,422.35,339.37,0,0,3,4,branch,west,plus,3403.93
RID-000219,60,37410.57,24,12.7,5,1527.93,1055.12,0,1,3,4,agent,west,premium,3783.14
RID-000220,54,62370.09,14.8,23.1,7,1119.22,788.49,1,0,3,5,branch,west,enterprise,3728.22
RID-000221,39,66384.62,33.7,107.8,14,2195.73,1766.04,0,0,3,6,online,east,premium,4894.88
RID-000222,45,73229.55,22.4,84.6,9,1784.66,1306.6,1,0,2,4,branch,south,plus,4889.6
RID-000223,48,63413.09,13,40.7,5,820.63,670.46,0,0,0,3,agent,north,plus,3216.62
RID-000224,55,54952.16,43.1,39.8,7,1031.09,716.37,1,0,2,5,online,south,basic,4106.65
RID-000225,51,79076.1,35.1,25.4,7,1600.94,1392.26,0,0,2,3,online,east,plus,4365.67
RID-000226,31,85137.98,41.7,139.5,7,947.35,627.44,1,0,3,6,online,east,premium,3548.33
RID-000227,54,69105.05,22.1,18.4,1,320.3,262.79,1,0,2,4,online,west,premium,3569.89
RID-000228,30,66559.52,26.8,96.7,2,426.27,255.87,0,1,2,5,online,north,plus,2607.37
RID-000229,37,76150.18,22,56.6,8,2095.6,1296.42,0,2,2,5,online,north,enterprise,4439.34
RID-000230,27,63102.29,23.6,32.2,10,1588.46,1134.98,0,0,3,4,agent,west,plus,3992.78
RID-000231,38,84947.7,38.7,21.1,5,825.84,719.58,1,0,3,5,agent,south,premium,3982.01
RID-000232,49,63394.98,25,109.2,5,1014.88,676.66,2,1,2,4,agent,north,basic,3082.68
RID-000233,42,33685.61,41,69.5,8,470.39,418.97,0,0,4,6,partner,west,premium,3158.75
RID-000234,53,113118.99,40.8,117.5,8,1048.49,786.25,2,0,4,7,agent,east,plus,4503.74
RID-000235,52,83111.05,64.4,95.8,9,1095.83,851.75,0,0,6,8,branch,east,basic,3837.88
RID-000236,40,93857.33,16.5,24,10,711.83,495.56,0,1,2,3,branch,north,basic,3543.09
RID-000237,37,70944.17,48.4,38.1,8,367.58,327.6,2,1,4,7,agent,north,premium,3993.43
RID-000238,55,71874.62,34.7,10.2,8,978.18,810.55,2,0,2,3,branch,north,plus,3706.26
RID-000239,49,76600.23,35.8,111.3,4,742.98,505.19,0,0,2,3,online,east,basic,2986.71
RID-000240,52,77838.66,15.7,69.7,11,2280.13,1275.42,1,0,1,3,branch,east,enterprise,4275.11
RID-000241,54,72242.75,29.6,29.9,10,2447.42,1489.55,1,0,2,4,online,west,plus,4958.43
RID-000242,39,57160.3,46.4,54.7,7,155.1,134.23,0,0,3,4,branch,east,plus,3382.28
RID-000243,35,87861.76,34.8,19.5,8,1252.82,772.62,1,0,3,6,online,east,basic,4508.55
RID-000244,44,76378.85,37.1,35.1,6,1198.98,725.22,0,0,3,5,agent,west,plus,3991.54
RID-000245,37,116216.5,31.9,58.7,5,847.82,537.5,4,0,2,3,partner,east,basic,4400.1
RID-000246,35,58322.48,52.2,87.3,12,1046.36,903.5,0,0,5,7,online,north,enterprise,3731.08
RID-000247,33,67372.03,35.7,35.7,3,611.69,493.23,1,1,4,6,online,south,enterprise,3317.46
RID-000248,41,74092.59,5.2,39.4,10,1682.27,1291.16,0,2,0,3,online,east,premium,3573.32
RID-000249,39,34748.62,26.3,32.9,5,886.42,481.79,1,1,2,4,online,west,plus,3000.5
RID-000250,46,57088.41,8.4,69.5,5,914.88,782.62,0,0,0,2,agent,south,plus,2302.33
RID-000251,48,33409.61,1,9.1,4,1088.39,704.87,1,2,1,2,online,north,premium,2706.58
RID-000252,54,61470.77,28.6,32.5,7,1400.49,891.35,0,0,3,4,agent,south,premium,4358.49
RID-000253,45,78208.02,54.7,31.5,5,904.01,633.26,2,1,4,5,partner,north,plus,3891.94
RID-000254,44,77858.16,36.7,75.7,5,793.47,569.43,0,0,3,4,online,west,plus,3694.37
RID-000255,47,97229.5,19.6,16.4,9,1926.58,1609.31,0,1,1,2,online,north,plus,5310.81
RID-000256,44,79997.37,22.8,86.1,7,996.52,786.95,2,1,2,5,branch,south,plus,3528.06
RID-000257,46,96505.82,51.8,78,8,1619.26,1396.19,1,0,4,7,agent,north,basic,4776.52
RID-000258,36,86495.34,38.2,92.8,4,795.12,704.9,0,1,3,4,partner,north,enterprise,3752.99
RID-000259,43,28702.77,36.7,23.3,8,1652.77,1018.63,1,1,2,4,online,east,plus,3743.58
RID-000260,29,78471.23,35.3,24.1,11,739.97,499.58,2,0,3,6,branch,west,plus,3037.85
RID-000261,53,43011.04,36.5,50.8,7,1160.97,710.93,1,2,3,4,agent,east,premium,3709.55
RID-000262,44,88992.63,47.3,28.9,12,2182.22,1898.24,0,1,5,8,partner,east,plus,5466.16
RID-000263,47,102133.17,43.7,30.7,5,977.13,711.35,2,1,4,5,online,east,basic,5348.08
RID-000264,28,104059.14,39,47.9,4,225.56,130.56,1,0,3,5,online,east,plus,3256.55
